STATE,YEAR,MONTH,Coal,Geothermal,Hydroelectric Conventional,Natural Gas,Nuclear,Other,Other Biomass,Other Gases,Petroleum,Pumped Storage,Solar Thermal and Photovoltaic,Total,Wind,Wood and Wood Derived Fuels,Total_Generation_MWh,Renewable_Generation_MWh,Fossil_Generation_MWh,Nuclear_Generation_MWh,Renewable_Share_Pct,Fossil_Share_Pct,Nuclear_Share_Pct,Total_Consumption_MWh,Avg_Temp_F,Real_GDP_Millions,GDP_Growth_Rate_Annual,Has_RPS,RPS_Target_Pct,RPS_Implementation_Year,Years_Since_RPS,CO2_Intensity_Tons_per_MWh,date,High_Demand_Month,Temp_Extreme,Fossil_Intensity,CO2_Emissions_Tons_Proxy,CO2_Intensity_Proxy,CO2_Intensity_Combined,High_Fossil_Backup
AK,2005,3,54169.0,0.0,126609.0,304061.0,0.0,0.0,388.0,0.0,50792.0,0.0,0.0,536081.0,45.0,16.0,536080.0,127058.0,409022.0,0.0,23.701313236830323,76.29868676316967,0.0,6697005.18,,101.1657962826042,,0,0.0,,0.0,,2005-03-01,0,0,76.29868676316967,252839.66999999998,0.47164540740188027,0.47164540740188027,0
AK,2005,4,48382.0,0.0,114420.0,280792.0,0.0,0.0,387.0,0.0,48070.0,0.0,0.0,492111.0,46.0,13.0,492110.0,114866.0,377244.0,0.0,23.34152933287273,76.65847066712726,0.0,6031017.279999999,,101.1657962826042,,0,0.0,,0.0,,2005-04-01,0,0,76.65847066712726,232900.84,0.47326987868565973,0.47326987868565973,0
AK,2005,5,45787.0,0.0,115668.0,280640.0,0.0,0.0,426.0,0.0,54849.0,0.0,0.0,497437.0,49.0,18.0,497437.0,116161.0,381276.0,0.0,23.351901848877347,76.64809815112265,0.0,6093122.739999999,,101.1657962826042,,0,0.0,,0.0,,2005-05-01,0,0,76.64809815112265,237157.88999999998,0.4767596499657243,0.4767596499657243,0
AK,2005,6,45261.0,0.0,126522.0,262752.0,0.0,0.0,422.0,0.0,61874.0,0.0,0.0,496889.0,41.0,17.0,496889.0,127002.0,369887.0,0.0,25.5594307783026,74.4405692216974,0.0,6559524.9399999995,,101.1657962826042,,0,0.0,,0.0,,2005-06-01,1,0,74.4405692216974,235913.985,0.4747820640022218,0.4747820640022218,0
AK,2005,7,54882.0,0.0,131827.0,318597.0,0.0,0.0,437.0,0.0,56659.0,0.0,0.0,562444.0,28.0,14.0,562444.0,132306.0,430138.0,0.0,23.52340855267369,76.47659144732631,0.0,7770218.78,,101.1657962826042,,0,0.0,,0.0,,2005-07-01,1,0,76.47659144732631,266496.9,0.4738194380240522,0.4738194380240522,0
AK,2005,8,54180.0,0.0,129962.0,321079.0,0.0,0.0,435.0,0.0,62293.0,0.0,0.0,568033.0,25.0,59.0,568033.0,130481.0,437552.0,0.0,22.97067247853558,77.02932752146442,0.0,8381642.6,,101.1657962826042,,0,0.0,,0.0,,2005-08-01,1,0,77.02932752146442,272843.69,0.4803307026176296,0.4803307026176296,0
AK,2005,9,48909.0,0.0,120724.0,277862.0,0.0,0.0,410.0,0.0,50935.0,0.0,0.0,498943.0,54.0,50.0,498944.0,121238.0,377706.0,0.0,24.29891931759877,75.70108068240124,0.0,6878573.2,,101.1657962826042,,0,0.0,,0.0,,2005-09-01,0,0,75.70108068240124,235206.52,0.47140865507952795,0.47140865507952795,0
AK,2005,10,52624.0,0.0,121409.0,321322.0,0.0,0.0,414.0,0.0,62638.0,0.0,0.0,558526.0,71.0,48.0,558526.0,121942.0,436584.0,0.0,21.832824255271913,78.16717574472808,0.0,7528654.32,,101.1657962826042,,0,0.0,,0.0,,2005-10-01,0,0,78.16717574472808,271586.74,0.48625621725756724,0.48625621725756724,0
AK,2005,11,54163.0,0.0,113987.0,341739.0,0.0,0.0,416.0,0.0,65886.0,0.0,0.0,576350.0,97.0,61.0,576349.0,114561.0,461788.0,0.0,19.8770189589988,80.1229810410012,0.0,7389286.04,,101.1657962826042,,0,0.0,,0.0,,2005-11-01,0,0,80.1229810410012,286051.57999999996,0.4963166067781847,0.4963166067781847,0
AK,2005,12,57197.0,0.0,117634.0,377982.0,0.0,0.0,417.0,0.0,83867.0,0.0,0.0,637240.0,79.0,63.0,637239.0,118193.0,519046.0,0.0,18.54767206652449,81.45232793347552,0.0,8140988.2,,101.1657962826042,,0,0.0,,0.0,,2005-12-01,1,0,81.45232793347552,325074.82,0.5101301395551747,0.5101301395551747,0
AK,2006,1,56792.0,0.0,106453.0,377473.0,0.0,0.0,636.0,0.0,88570.0,0.0,0.0,630043.0,87.0,33.0,630044.0,107209.0,522835.0,0.0,17.016113160350706,82.98388683964929,0.0,8244749.0200000005,,107.98821258597565,6.743797364391013,0,0.0,,0.0,,2006-01-01,1,0,82.98388683964929,329400.345,0.52282117598136,0.52282117598136,0
AK,2006,2,52335.0,0.0,93720.0,330223.0,0.0,0.0,569.0,0.0,61554.0,0.0,0.0,538522.0,71.0,50.0,538522.0,94410.0,444112.0,0.0,17.531317197811788,82.46868280218821,0.0,7259781.819999999,,107.98821258597565,6.743797364391013,0,0.0,,0.0,,2006-02-01,1,0,82.46868280218821,274160.0,0.5090971213803707,0.5090971213803707,0
AK,2006,3,53367.0,0.0,103763.0,346698.0,0.0,0.0,511.0,0.0,66680.0,0.0,0.0,571128.0,72.0,38.0,571129.0,104384.0,466745.0,0.0,18.276781602755243,81.72321839724475,0.0,7618286.819999999,,107.98821258597565,6.743797364391013,0,0.0,,0.0,,2006-03-01,0,0,81.72321839724475,288265.995,0.5047300960028295,0.5047300960028295,0
AK,2006,4,50789.0,0.0,101777.0,312890.0,0.0,0.0,465.0,0.0,62803.0,0.0,0.0,528835.0,73.0,38.0,528835.0,102353.0,426482.0,0.0,19.35443002070589,80.64556997929411,0.0,6823704.92,,107.98821258597565,6.743797364391013,0,0.0,,0.0,,2006-04-01,0,0,80.64556997929411,265879.88,0.5027652859587584,0.5027652859587584,0
AK,2006,5,47852.0,0.0,101301.0,317474.0,0.0,0.0,541.0,0.0,55915.0,0.0,0.0,523194.0,68.0,43.0,523194.0,101953.0,421241.0,0.0,19.486653134401386,80.5133468655986,0.0,7106394.5600000005,,107.98821258597565,6.743797364391013,0,0.0,,0.0,,2006-05-01,0,0,80.5133468655986,257355.12500000003,0.49189234777157237,0.49189234777157237,0
AK,2006,6,41751.0,0.0,104352.0,313621.0,0.0,0.0,368.0,0.0,56633.0,0.0,0.0,516811.0,46.0,40.0,516811.0,104806.0,412005.0,0.0,20.27936711873393,79.72063288126607,0.0,7765450.9,,107.98821258597565,6.743797364391013,0,0.0,,0.0,,2006-06-01,1,0,79.72063288126607,249564.06499999997,0.4828923242732836,0.4828923242732836,0
AK,2006,7,52701.0,0.0,97905.0,344812.0,0.0,0.0,488.0,0.0,67282.0,0.0,0.0,563277.0,47.0,43.0,563278.0,98483.0,464795.0,0.0,17.48390670326198,82.51609329673802,0.0,8238116.859999999,,107.98821258597565,6.743797364391013,0,0.0,,0.0,,2006-07-01,1,0,82.51609329673802,287306.40499999997,0.5100614705349755,0.5100614705349755,0
AK,2006,8,51804.0,0.0,100882.0,331793.0,0.0,0.0,479.0,0.0,73727.0,0.0,0.0,558796.0,40.0,70.0,558795.0,101471.0,457324.0,0.0,18.158895480453477,81.84110451954652,0.0,8122842.26,,107.98821258597565,6.743797364391013,0,0.0,,0.0,,2006-08-01,1,0,81.84110451954652,287246.52999999997,0.5140463497346969,0.5140463497346969,0
AK,2006,9,49257.0,0.0,95237.0,273867.0,0.0,0.0,446.0,0.0,49822.0,0.0,0.0,468706.0,49.0,28.0,468706.0,95760.0,372946.0,0.0,20.430717763374055,79.56928223662595,0.0,6941547.8,,107.98821258597565,6.743797364391013,0,0.0,,0.0,,2006-09-01,0,0,79.56928223662595,232591.47,0.496241716555794,0.496241716555794,0
AK,2006,10,51247.0,0.0,108900.0,340645.0,0.0,0.0,511.0,0.0,54535.0,0.0,0.0,555948.0,70.0,40.0,555948.0,109521.0,446427.0,0.0,19.699864016059056,80.30013598394095,0.0,7738615.4399999995,,107.98821258597565,6.743797364391013,0,0.0,,0.0,,2006-10-01,0,0,80.30013598394095,270213.655,0.4860412394684395,0.4860412394684395,0
AK,2006,11,52853.0,0.0,105763.0,382117.0,0.0,0.0,561.0,0.0,68796.0,0.0,0.0,610214.0,79.0,44.0,610213.0,106447.0,503766.0,0.0,17.44423668456752,82.55576331543249,0.0,8414892.06,,107.98821258597565,6.743797364391013,0,0.0,,0.0,,2006-11-01,0,0,82.55576331543249,306062.07,0.5015659613938084,0.5015659613938084,0
AK,2006,12,56670.0,0.0,103556.0,386118.0,0.0,0.0,575.0,0.0,61670.0,0.0,0.0,608722.0,85.0,48.0,608722.0,104264.0,504458.0,0.0,17.128344301668086,82.87165569833192,0.0,8552406.6,,107.98821258597565,6.743797364391013,0,0.0,,0.0,,2006-12-01,1,0,82.87165569833192,304549.29,0.5003093201822835,0.5003093201822835,0
AK,2007,1,58142.0,0.0,121692.0,366189.0,0.0,0.0,1093.0,0.0,70425.0,0.0,0.0,617620.0,56.0,22.0,617619.0,122863.0,494756.0,0.0,19.8930084728611,80.1069915271389,0.0,8211608.0,,113.83317328340974,5.41259139073218,0,0.0,,0.0,,2007-01-01,1,0,80.1069915271389,306446.95,0.4961747452717614,0.4961747452717614,0
AK,2007,2,54129.0,0.0,126980.0,316270.0,0.0,0.0,693.0,0.0,54135.0,0.0,0.0,552262.0,55.0,0.0,552262.0,127728.0,424534.0,0.0,23.128152941900765,76.87184705809923,0.0,6929858.0,,113.83317328340974,5.41259139073218,0,0.0,,0.0,,2007-02-01,1,0,76.87184705809923,261910.46,0.4742503739167279,0.4742503739167279,0
